"length","gene_id","gene_name"
7625,"ENSG00000109184.13","DCUN1D4"
8917,"ENSG00000109189.11","USP46"
2304,"ENSG00000109193.9","SULT1E1"
1562,"ENSG00000109205.15","ODAM"
665,"ENSG00000109208.4","SMR3A"
1318,"ENSG00000109220.9","CHIC2"
975,"ENSG00000109255.10","NMU"
6323,"ENSG00000109265.11","KIAA1211"
4226,"ENSG00000109270.11","LAMTOR3"
522,"ENSG00000109272.3","PF4V1"
6257,"ENSG00000109320.10","NFKB1"
1648,"ENSG00000109321.9","AREG"
8437,"ENSG00000109323.7","MANBA"
10069,"ENSG00000109332.18","UBE2D3"
9816,"ENSG00000109339.17","MAPK10"
8560,"ENSG00000109381.18","ELF2"
1941,"ENSG00000109390.10","NDUFC1"
1462,"ENSG00000109424.3","UCP1"
5603,"ENSG00000109436.7","TBC1D9"
2536,"ENSG00000109445.9","ZNF330"
14153,"ENSG00000109452.11","INPP4B"
10119,"ENSG00000109458.7","GAB1"
3872,"ENSG00000109466.12","KLHL2"
1119,"ENSG00000109471.4","IL2"
2958,"ENSG00000109472.12","CPE"
3393,"ENSG00000109475.15","RPL34"
4513,"ENSG00000109501.12","WFS1"
1812,"ENSG00000109511.9","ANXA10"
4177,"ENSG00000109519.11","GRPEL1"
2046,"ENSG00000109534.15","GAR1"
1707,"ENSG00000109536.10","FRG1"
8123,"ENSG00000109572.12","CLCN3"
2981,"ENSG00000109576.12","AADAT"
6865,"ENSG00000109586.10","GALNT7"
8162,"ENSG00000109606.11","DHX15"
2128,"ENSG00000109610.5","SOD3"
6232,"ENSG00000109618.10","SEPSECS"
3447,"ENSG00000109625.17","CPZ"
9333,"ENSG00000109654.13","TRIM2"
6614,"ENSG00000109667.10","SLC2A9"
10287,"ENSG00000109670.12","FBXW7"
2959,"ENSG00000109674.3","NEIL3"
3434,"ENSG00000109680.9","TBC1D19"
6206,"ENSG00000109684.13","CLNK"
19776,"ENSG00000109685.16","WHSC1"
7789,"ENSG00000109686.15","SH3D19"
6909,"ENSG00000109689.13","STIM2"
2801,"ENSG00000109705.7","NKX3-2"
3159,"ENSG00000109736.13","MFSD10"
3459,"ENSG00000109738.9","GLRB"
2980,"ENSG00000109743.9","BST1"
12005,"ENSG00000109756.7","RAPGEF2"
2847,"ENSG00000109758.7","HGFAC"
4567,"ENSG00000109762.14","SNX25"
7360,"ENSG00000109771.14","LRP2BP"
2781,"ENSG00000109775.9","UFSP2"
6297,"ENSG00000109787.11","KLF3"
5144,"ENSG00000109790.15","KLHL5"
5218,"ENSG00000109794.12","FAM149A"
4921,"ENSG00000109805.8","NCAPG"
4045,"ENSG00000109814.10","UGDH"
10870,"ENSG00000109819.7","PPARGC1A"
9232,"ENSG00000109832.11","DDX25"
3034,"ENSG00000109846.6","CRYAB"
1380,"ENSG00000109851.6","DBX1"
2797,"ENSG00000109854.12","HTATIP2"
11421,"ENSG00000109861.14","CTSC"
3733,"ENSG00000109881.15","CCDC34"
6372,"ENSG00000109906.12","ZBTB16"
2219,"ENSG00000109911.16","ELP4"
7069,"ENSG00000109917.9","ZPR1"
2897,"ENSG00000109919.8","MTCH2"
7596,"ENSG00000109920.11","FNBP4"
7696,"ENSG00000109927.8","TECTA"
5566,"ENSG00000109929.8","SC5D"
2675,"ENSG00000109943.7","CRTAM"
4680,"ENSG00000109944.9","C11orf63"
11425,"ENSG00000109956.11","B3GAT1"
4849,"ENSG00000109971.12","HSPA8"
2614,"ENSG00000109991.7","P2RX3"
6403,"ENSG00000110002.14","VWA5A"
2807,"ENSG00000110011.12","DNAJC4"
8139,"ENSG00000110013.11","SIAE"
4915,"ENSG00000110025.11","SNX15"
2467,"ENSG00000110031.11","LPXN"
6072,"ENSG00000110042.6","DTX4"
7870,"ENSG00000110046.11","ATG2A"
7101,"ENSG00000110047.16","EHD1"
5492,"ENSG00000110048.10","OSBP"
3548,"ENSG00000110057.6","UNC93B1"
2010,"ENSG00000110060.7","PUS3"
3352,"ENSG00000110063.7","DCPS"
8632,"ENSG00000110066.13","SUV420H1"
5657,"ENSG00000110074.9","FOXRED1"
8305,"ENSG00000110075.13","PPP6R3"
10580,"ENSG00000110076.17","NRXN2"
5791,"ENSG00000110077.13","MS4A6A"
2508,"ENSG00000110079.15","MS4A4A"
4465,"ENSG00000110080.17","ST3GAL4"
6565,"ENSG00000110090.11","CPT1A"
4830,"ENSG00000110092.3","CCND1"
2044,"ENSG00000110104.10","CCDC86"
2739,"ENSG00000110107.7","PRPF19"
2421,"ENSG00000110108.8","TMEM109"
2655,"ENSG00000110148.8","CCKBR"
3631,"ENSG00000110169.9","HPX"
6710,"ENSG00000110171.17","TRIM3"
10655,"ENSG00000110172.10","CHORDC1"
1577,"ENSG00000110195.10","FOLR1"
2883,"ENSG00000110200.7","ANAPC15"
1396,"ENSG00000110203.7","FOLR3"
2769,"ENSG00000110218.7","PANX1"
9539,"ENSG00000110237.3","ARHGEF17"
1938,"ENSG00000110243.10","APOA5"
1473,"ENSG00000110244.6","APOA4"
866,"ENSG00000110245.10","APOC3"
11851,"ENSG00000110274.13","CEP164"
7820,"ENSG00000110315.5","RNF141"
8191,"ENSG00000110318.12","KIAA1377"
8655,"ENSG00000110321.14","EIF4G2"
6548,"ENSG00000110324.8","IL10RA"
3627,"ENSG00000110328.5","GALNT18"
4532,"ENSG00000110330.7","BIRC2"
6576,"ENSG00000110344.8","UBE4A"
11444,"ENSG00000110367.10","DDX6"
1106,"ENSG00000110375.2","UPK2"
11465,"ENSG00000110395.4","CBL"
7701,"ENSG00000110400.9","PVRL1"
7958,"ENSG00000110422.10","HIPK3"
12318,"ENSG00000110427.13","KIAA1549L"
12446,"ENSG00000110429.12","FBXO3"
3760,"ENSG00000110435.10","PDHX"
12331,"ENSG00000110436.10","SLC1A2"
6592,"ENSG00000110442.10","COMMD9"
6119,"ENSG00000110446.8","SLC15A3"
3221,"ENSG00000110448.9","CD5"
5826,"ENSG00000110455.12","ACCS"
1508,"ENSG00000110484.6","SCGB2A2"
2196,"ENSG00000110492.14","MDK"
7673,"ENSG00000110497.13","AMBRA1"
8353,"ENSG00000110514.17","MADD"
2740,"ENSG00000110536.12","PTPMT1"
5321,"ENSG00000110583.11","NAA40"
10037,"ENSG00000110619.15","CARS"
5316,"ENSG00000110628.12","SLC22A18"
7394,"ENSG00000110651.10","CD81"
3717,"ENSG00000110660.13","SLC35F2"
4199,"ENSG00000110665.10","C11orf21"
5856,"ENSG00000110675.11","ELMOD1"
2128,"ENSG00000110680.11","CALCA"
19636,"ENSG00000110693.14","SOX6"
8675,"ENSG00000110696.8","C11orf58"
6449,"ENSG00000110697.11","PITPNM1"
2186,"ENSG00000110700.5","RPS13"
1640,"ENSG00000110711.8","AIP"
9905,"ENSG00000110713.14","NUP98"
4523,"ENSG00000110717.9","NDUFS8"
4384,"ENSG00000110719.8","TCIRG1"
3877,"ENSG00000110721.10","CHKA"
10843,"ENSG00000110723.10","EXPH5"
6433,"ENSG00000110756.16","HPS5"
6939,"ENSG00000110768.10","GTF2H1"
7416,"ENSG00000110777.10","POU2AF1"
5497,"ENSG00000110786.16","PTPN5"
10391,"ENSG00000110799.12","VWF"
8774,"ENSG00000110801.12","PSMD9"
4601,"ENSG00000110811.18","P3H3"
11690,"ENSG00000110841.12","PPFIBP1"
9444,"ENSG00000110844.12","PRPF40B"
2832,"ENSG00000110848.7","CD69"
4777,"ENSG00000110851.10","PRDM4"
2638,"ENSG00000110852.4","CLEC2B"
2523,"ENSG00000110871.13","COQ5"
2494,"ENSG00000110876.9","SELPLG"
6532,"ENSG00000110880.9","CORO1C"
5745,"ENSG00000110881.10","ASIC1"
3883,"ENSG00000110887.6","DAO"
8392,"ENSG00000110888.16","CAPRIN2"
7113,"ENSG00000110900.13","TSPAN11"
9865,"ENSG00000110906.11","KCTD10"
9823,"ENSG00000110911.13","SLC11A2"
6723,"ENSG00000110917.6","MLEC"
6473,"ENSG00000110921.10","MVK"
5230,"ENSG00000110925.5","CSRNP2"
6931,"ENSG00000110931.17","CAMKK2"
4010,"ENSG00000110934.9","BIN2"
1187,"ENSG00000110944.7","IL23A"
2322,"ENSG00000110955.7","ATP5B"
3399,"ENSG00000110958.14","PTGES3"
5082,"ENSG00000110975.7","SYT10"
6565,"ENSG00000110987.7","BCL7A"
8741,"ENSG00000111011.16","RSRC2"
3440,"ENSG00000111012.8","CYP27B1"
1465,"ENSG00000111046.3","MYF6"
1542,"ENSG00000111049.3","MYF5"
6795,"ENSG00000111052.6","LIN7A"
3218,"ENSG00000111057.9","KRT18"
14301,"ENSG00000111058.6","ACSS3"
8093,"ENSG00000111077.16","TNS2"
4204,"ENSG00000111087.8","GLI1"
7063,"ENSG00000111110.10","PPM1H"
4491,"ENSG00000111142.12","METAP2"
7350,"ENSG00000111144.8","LTA4H"
4648,"ENSG00000111145.6","ELK3"
5280,"ENSG00000111181.11","SLC6A12"
4305,"ENSG00000111186.11","WNT5B"
4856,"ENSG00000111196.8","MAGOHB"
3759,"ENSG00000111199.9","TRPV4"
6250,"ENSG00000111203.10","ITFG2"
4899,"ENSG00000111206.11","FOXM1"
3026,"ENSG00000111215.10","PRR4"
6644,"ENSG00000111218.10","PRMT8"
6200,"ENSG00000111224.12","PARP11"
3025,"ENSG00000111229.14","ARPC3"
2595,"ENSG00000111231.7","GPN3"
3211,"ENSG00000111237.17","VPS29"
1209,"ENSG00000111241.2","FGF6"
1362,"ENSG00000111245.13","MYL2"
2558,"ENSG00000111247.13","RAD51AP1"
7648,"ENSG00000111249.12","CUX2"
5682,"ENSG00000111252.9","SH2B3"
3668,"ENSG00000111254.6","AKAP3"
6015,"ENSG00000111261.12","MANSC1"
8361,"ENSG00000111262.4","KCNA1"
5724,"ENSG00000111266.7","DUSP16"
3922,"ENSG00000111269.2","CREBL2"
8931,"ENSG00000111271.13","ACAD10"
9720,"ENSG00000111275.11","ALDH2"
2811,"ENSG00000111276.9","CDKN1B"
1124,"ENSG00000111291.7","GPRC5D"
10128,"ENSG00000111300.8","NAA25"
3005,"ENSG00000111305.17","GSG1"
5876,"ENSG00000111319.11","SCNN1A"
6280,"ENSG00000111321.9","LTBR"
4608,"ENSG00000111325.15","OGFOD2"
3117,"ENSG00000111328.5","CDK2AP1"
8251,"ENSG00000111331.11","OAS3"
6264,"ENSG00000111335.11","OAS2"
5214,"ENSG00000111339.9","ART4"
2639,"ENSG00000111341.8","MGP"
4813,"ENSG00000111344.10","RASAL1"
2102,"ENSG00000111348.7","ARHGDIB"
3996,"ENSG00000111358.12","GTF2H3"
3627,"ENSG00000111361.11","EIF2B1"
5714,"ENSG00000111364.14","DDX55"
10015,"ENSG00000111371.14","SLC38A1"
1549,"ENSG00000111404.5","RERGL"
2679,"ENSG00000111405.7","ENDOU"
8664,"ENSG00000111412.5","C12orf49"
5674,"ENSG00000111424.9","VDR"
3282,"ENSG00000111432.4","FZD10"
3249,"ENSG00000111445.12","RFC5"
3723,"ENSG00000111450.12","STX2"
14718,"ENSG00000111452.11","GPR133"
3901,"ENSG00000111481.8","COPZ1"
8648,"ENSG00000111490.11","TBC1D30"
13655,"ENSG00000111530.11","CAND1"
1075,"ENSG00000111536.4","IL26"
1218,"ENSG00000111537.4","IFNG"
6588,"ENSG00000111540.14","RAB5B"
6549,"ENSG00000111554.13","MDM1"
8320,"ENSG00000111581.8","NUP107"
13993,"ENSG00000111596.10","CNOT2"
5818,"ENSG00000111602.10","TIMELESS"
7190,"ENSG00000111605.15","CPSF6"
10749,"ENSG00000111615.11","KRR1"
1551,"ENSG00000111639.6","MRPL51"
2981,"ENSG00000111640.13","GAPDH"
4687,"ENSG00000111641.9","NOP2"
7474,"ENSG00000111642.13","CHD4"
2843,"ENSG00000111644.6","ACRBP"
6616,"ENSG00000111647.11","UHRF1BP1L"
3113,"ENSG00000111652.8","COPS7A"
2736,"ENSG00000111653.18","ING4"
3437,"ENSG00000111664.9","GNB3"
5653,"ENSG00000111665.10","CDCA3"
6004,"ENSG00000111666.9","CHPT1"
3738,"ENSG00000111667.12","USP5"
2700,"ENSG00000111669.13","TPI1"
9620,"ENSG00000111670.13","GNPTAB"
2452,"ENSG00000111671.8","SPSB2"
4281,"ENSG00000111674.7","ENO2"
4762,"ENSG00000111676.13","ATN1"
1806,"ENSG00000111678.9","C12orf57"
5009,"ENSG00000111679.15","PTPN6"
4725,"ENSG00000111684.9","LPCAT3"
8722,"ENSG00000111696.10","NT5DC3"
3542,"ENSG00000111700.11","SLCO1B3"
889,"ENSG00000111701.6","APOBEC1"
5393,"ENSG00000111704.9","NANOG"
5731,"ENSG00000111707.10","SUDS3"
3789,"ENSG00000111711.8","GOLT1B"
3132,"ENSG00000111713.2","GYS2"
2983,"ENSG00000111716.11","LDHB"
6246,"ENSG00000111725.9","PRKAB1"
2018,"ENSG00000111726.11","CMAS"
6773,"ENSG00000111727.10","HCFC2"
14483,"ENSG00000111728.9","ST8SIA1"
1281,"ENSG00000111729.11","CLEC4A"
6759,"ENSG00000111731.11","C2CD5"
3115,"ENSG00000111732.9","AICDA"
4022,"ENSG00000111737.10","RAB35"
6090,"ENSG00000111752.9","PHC1"
1344,"ENSG00000111775.2","COX6A1"
552,"ENSG00000111780.8","AL021546.6"
6783,"ENSG00000111783.11","RFX4"
7795,"ENSG00000111785.17","RIC8B"
3744,"ENSG00000111786.7","SRSF9"
5971,"ENSG00000111790.12","FGFR1OP2"
1448,"ENSG00000111796.3","KLRB1"
12481,"ENSG00000111799.19","COL12A1"
5658,"ENSG00000111801.14","BTN3A3"
3082,"ENSG00000111802.12","TDP2"
13230,"ENSG00000111816.7","FRK"
15016,"ENSG00000111817.15","DSE"
5909,"ENSG00000111832.11","RWDD1"
2840,"ENSG00000111834.11","RSPH4A"
4226,"ENSG00000111837.10","MAK"
1321,"ENSG00000111843.12","TMEM14C"
1800,"ENSG00000111845.4","PAK1IP1"
9052,"ENSG00000111846.14","GCNT2"
8749,"ENSG00000111850.9","SMIM8"
10359,"ENSG00000111859.15","NEDD9"
9462,"ENSG00000111860.12","CEP85L"
4150,"ENSG00000111863.11","ADTRP"
2517,"ENSG00000111875.7","ASF1A"
12496,"ENSG00000111877.16","MCM9"
7791,"ENSG00000111879.17","FAM184A"
4916,"ENSG00000111880.14","RNGTT"
5014,"ENSG00000111885.6","MAN1A1"
2230,"ENSG00000111886.10","GABRR2"
3137,"ENSG00000111897.6","SERINC1"
5888,"ENSG00000111906.16","HDDC2"
7595,"ENSG00000111907.19","TPD52L1"
3314,"ENSG00000111911.6","HINT3"
7739,"ENSG00000111912.17","NCOA7"
8483,"ENSG00000111913.14","FAM65B"
9476,"ENSG00000111961.15","SASH1"
4563,"ENSG00000111962.7","UST"
3142,"ENSG00000111981.4","ULBP1"
3833,"ENSG00000112029.8","FBXO5"
4273,"ENSG00000112031.14","MTRF1L"
4457,"ENSG00000112033.12","PPARD"
8135,"ENSG00000112038.16","OPRM1"
2554,"ENSG00000112039.3","FANCE"
2958,"ENSG00000112041.11","TULP1"
6036,"ENSG00000112053.12","SLC26A8"
6860,"ENSG00000112062.9","MAPK14"
1912,"ENSG00000112077.14","RHAG"
6239,"ENSG00000112078.12","KCTD20"
3576,"ENSG00000112079.8","STK38"
7118,"ENSG00000112081.15","SRSF3"
18985,"ENSG00000112096.15","SOD2"
1375,"ENSG00000112110.8","MRPL18"
1859,"ENSG00000112115.5","IL17A"
1067,"ENSG00000112116.9","IL17F"
3650,"ENSG00000112118.16","MCM3"
6575,"ENSG00000112130.15","RNF8"
11200,"ENSG00000112137.15","PHACTR1"
14187,"ENSG00000112139.13","MDGA1"
6259,"ENSG00000112144.14","ICK"
8164,"ENSG00000112146.15","FBXO9"
2515,"ENSG00000112149.8","CD83"
18602,"ENSG00000112159.10","MDN1"
3105,"ENSG00000112164.5","GLP1R"
2925,"ENSG00000112167.8","SAYSD1"
3952,"ENSG00000112175.7","BMP5"
9786,"ENSG00000112182.13","BACH2"
3444,"ENSG00000112183.13","RBM24"
3637,"ENSG00000112186.10","CAP2"
3302,"ENSG00000112195.8","TREML2"
16416,"ENSG00000112200.15","ZNF451"
6651,"ENSG00000112208.11","BAG2"
4926,"ENSG00000112210.10","RAB23"
988,"ENSG00000112212.10","TSPO2"
2135,"ENSG00000112214.9","FHL5"
5952,"ENSG00000112218.8","GPR63"
2332,"ENSG00000112232.8","KHDRBS2"
8115,"ENSG00000112234.7","FBXL4"
5765,"ENSG00000112237.11","CCNC"
3276,"ENSG00000112238.11","PRDM13"
5164,"ENSG00000112242.13","E2F3"
5796,"ENSG00000112245.8","PTP4A1"
9274,"ENSG00000112246.8","SIM1"
11731,"ENSG00000112249.12","ASCC3"
2174,"ENSG00000112273.6","HDGFL1"
5808,"ENSG00000112276.12","BVES"
7059,"ENSG00000112280.14","COL9A1"
7412,"ENSG00000112282.16","MED23"
3260,"ENSG00000112290.11","WASF1"
4919,"ENSG00000112293.13","GPLD1"
5525,"ENSG00000112294.11","ALDH5A1"
8009,"ENSG00000112297.13","AIM1"
3106,"ENSG00000112299.7","VNN1"
2633,"ENSG00000112303.12","VNN2"
4394,"ENSG00000112304.9","ACOT13"
4161,"ENSG00000112305.13","SMAP1"
767,"ENSG00000112306.7","RPS12"
4134,"ENSG00000112308.11","C6orf62"
6565,"ENSG00000112309.9","B3GAT2"
2476,"ENSG00000112312.8","GMNN"
8968,"ENSG00000112319.16","EYA4"
6904,"ENSG00000112320.10","SOBP"
3733,"ENSG00000112333.10","NR2E1"
1842,"ENSG00000112335.13","SNX3"
2568,"ENSG00000112337.9","SLC17A2"
11099,"ENSG00000112339.13","HBS1L"
9413,"ENSG00000112343.10","TRIM38"
1835,"ENSG00000112357.11","PEX7"
5519,"ENSG00000112365.4","ZBTB24"
3592,"ENSG00000112367.9","FIG4"
4290,"ENSG00000112378.11","PERP"
14877,"ENSG00000112379.8","KIAA1244"
11237,"ENSG00000112394.15","SLC16A10"
5614,"ENSG00000112406.4","HECA"
8473,"ENSG00000112414.13","GPR126"
11224,"ENSG00000112419.13","PHACTR2"
5662,"ENSG00000112425.12","EPM2A"
1869,"ENSG00000112462.8","OR12D3"
2845,"ENSG00000112473.15","SLC39A7"
4226,"ENSG00000112486.13","CCR6"
2699,"ENSG00000112494.8","UNC93A"
6171,"ENSG00000112499.11","SLC22A2"
3596,"ENSG00000112511.16","PHF1"
1876,"ENSG00000112514.14","CUTA"
2612,"ENSG00000112530.10","PACRG"
17368,"ENSG00000112531.15","QKI"
2240,"ENSG00000112539.13","C6orf118"
12348,"ENSG00000112541.12","PDE10A"
2523,"ENSG00000112559.12","MDFI"
5648,"ENSG00000112561.16","TFEB"
4032,"ENSG00000112562.17","SMOC2"
5802,"ENSG00000112576.11","CCND3"
2248,"ENSG00000112578.8","BYSL"
6029,"ENSG00000112584.12","FAM120B"
2038,"ENSG00000112592.11","TBP"
1113,"ENSG00000112599.8","GUCA1B"
2976,"ENSG00000112619.7","PRPH2"
6843,"ENSG00000112624.11","GLTSCR1L"
3314,"ENSG00000112640.13","PPP2R5D"
2539,"ENSG00000112651.10","MRPL2"
9024,"ENSG00000112655.14","PTK7"
4202,"ENSG00000112658.7","SRF"
12251,"ENSG00000112659.12","CUL9"
1250,"ENSG00000112667.11","DNPH1"
5686,"ENSG00000112679.13","DUSP22"
4983,"ENSG00000112685.12","EXOC2"
1922,"ENSG00000112695.10","COX7A2"
5123,"ENSG00000112697.14","TMEM30A"
4304,"ENSG00000112699.9","GMDS"
11414,"ENSG00000112701.16","SENP6"
3801,"ENSG00000112706.10","IMPG1"
14431,"ENSG00000112715.19","VEGFA"
7859,"ENSG00000112739.15","PRPF4B"
4579,"ENSG00000112742.8","TTK"
3333,"ENSG00000112759.15","SLC29A1"
3202,"ENSG00000112761.17","WISP3"
3787,"ENSG00000112763.14","BTN2A1"
11575,"ENSG00000112769.17","LAMA4"
6053,"ENSG00000112773.14","FAM46A"
8997,"ENSG00000112782.14","CLIC5"
9311,"ENSG00000112787.11","FBRSL1"
4264,"ENSG00000112796.8","ENPP5"
1254,"ENSG00000112799.7","LY86"
5290,"ENSG00000112812.14","PRSS16"
2980,"ENSG00000112818.8","MEP1A"
8469,"ENSG00000112837.15","TBX18"
10216,"ENSG00000112851.13","ERBB2IP"
4126,"ENSG00000112852.6","PCDHB2"
3409,"ENSG00000112855.13","HARS2"
4304,"ENSG00000112874.8","NUDT12"
3658,"ENSG00000112877.7","CEP72"
11815,"ENSG00000112893.8","MAN2A1"
12097,"ENSG00000112902.10","SEMA5A"
5223,"ENSG00000112936.17","C7"
5187,"ENSG00000112941.11","PAPD7"
6610,"ENSG00000112964.12","GHR"
4702,"ENSG00000112972.13","HMGCS1"
3361,"ENSG00000112977.14","DAP"
2392,"ENSG00000112981.4","NME5"
7046,"ENSG00000112983.16","BRD8"
3958,"ENSG00000112984.10","KIF20A"
8245,"ENSG00000112992.15","NNT"
6202,"ENSG00000112996.8","MRPS30"
4751,"ENSG00000113013.11","HSPA9"
6511,"ENSG00000113048.15","MRPS27"
2156,"ENSG00000113068.8","PFDN1"
3018,"ENSG00000113070.7","HBEGF"
3635,"ENSG00000113073.13","SLC4A9"
5468,"ENSG00000113083.11","LOX"
1570,"ENSG00000113088.5","GZMK"
4203,"ENSG00000113100.8","CDH9"
4784,"ENSG00000113108.16","APBB3"
3502,"ENSG00000113119.11","TMCO6"
4831,"ENSG00000113140.9","SPARC"
4097,"ENSG00000113141.14","IK"
6215,"ENSG00000113161.14","HMGCR"
8697,"ENSG00000113163.14","COL4A3BP"
5954,"ENSG00000113194.11","FAF2"
1738,"ENSG00000113196.2","HAND1"
4822,"ENSG00000113205.4","PCDHB3"
3408,"ENSG00000113209.8","PCDHB5"
3266,"ENSG00000113211.5","PCDHB6"
3765,"ENSG00000113212.6","PCDHB7"
6944,"ENSG00000113231.12","PDE8B"
7924,"ENSG00000113240.11","CLK4"
4017,"ENSG00000113248.5","PCDHB15"
2151,"ENSG00000113249.11","HAVCR1"
6695,"ENSG00000113262.13","GRM6"
8604,"ENSG00000113263.11","ITK"
12822,"ENSG00000113269.12","RNF130"
3220,"ENSG00000113272.12","THG1L"
7189,"ENSG00000113273.14","ARSB"
6368,"ENSG00000113282.12","CLINT1"
4605,"ENSG00000113296.13","THBS4"
6586,"ENSG00000113300.10","CNOT6"
2761,"ENSG00000113302.4","IL12B"
3924,"ENSG00000113303.10","BTNL8"
1938,"ENSG00000113312.9","TTC1"
4709,"ENSG00000113318.9","MSH3"
10702,"ENSG00000113319.10","RASGRF2"
4447,"ENSG00000113327.13","GABRG2"
3096,"ENSG00000113328.17","CCNG1"
4019,"ENSG00000113356.9","POLR3G"
7780,"ENSG00000113360.15","DROSHA"
12379,"ENSG00000113361.11","CDH6"
3633,"ENSG00000113368.10","LMNB1"
4934,"ENSG00000113369.7","ARRDC3"
2785,"ENSG00000113384.12","GOLPH3"
9324,"ENSG00000113387.10","SUB1"
9866,"ENSG00000113389.14","NPR3"
5071,"ENSG00000113391.15","FAM172A"
3493,"ENSG00000113396.11","SLC27A6"
5718,"ENSG00000113407.12","TARS"
2815,"ENSG00000113430.8","IRX4"
15266,"ENSG00000113441.14","LNPEP"
15979,"ENSG00000113448.15","PDE4D"
6766,"ENSG00000113456.17","RAD1"
5011,"ENSG00000113460.11","BRIX1"
3952,"ENSG00000113492.12","AGXT2"
13108,"ENSG00000113494.15","PRLR"
6009,"ENSG00000113504.18","SLC12A7"
818,"ENSG00000113520.9","IL4"
9771,"ENSG00000113522.12","RAD50"
1587,"ENSG00000113525.8","IL5"
7794,"ENSG00000113532.11","ST8SIA4"
3961,"ENSG00000113552.14","GNPDA1"
6820,"ENSG00000113555.5","PCDH12"
12771,"ENSG00000113558.17","SKP1"
9233,"ENSG00000113569.14","NUP155"
5661,"ENSG00000113575.8","PPP2CA"
5275,"ENSG00000113578.16","FGF1"
9172,"ENSG00000113580.13","NR3C1"
2422,"ENSG00000113583.7","C5orf15"
3777,"ENSG00000113593.10","PPWD1"
11864,"ENSG00000113594.8","LIFR"
4807,"ENSG00000113595.13","TRIM23"
7049,"ENSG00000113597.16","TRAPPC13"
2951,"ENSG00000113600.9","C9"
7201,"ENSG00000113615.11","SEC24A"
5265,"ENSG00000113621.13","TXNDC15"
2612,"ENSG00000113638.11","TTC33"
3421,"ENSG00000113643.7","RARS"
10076,"ENSG00000113645.12","WWC1"
17730,"ENSG00000113648.15","H2AFY"
8714,"ENSG00000113649.10","TCERG1"
7164,"ENSG00000113657.11","DPYSL3"
8779,"ENSG00000113658.15","SMAD5"
7745,"ENSG00000113712.15","CSNK1A1"
6263,"ENSG00000113716.11","HMGXB3"
14139,"ENSG00000113719.14","ERGIC1"
7137,"ENSG00000113721.12","PDGFRB"
1758,"ENSG00000113722.15","CDX1"
1623,"ENSG00000113732.7","ATP6V0E1"
2440,"ENSG00000113734.16","BNIP1"
6128,"ENSG00000113739.9","STC2"
10272,"ENSG00000113742.11","CPEB4"
2565,"ENSG00000113749.6","HRH2"
5119,"ENSG00000113758.12","DBN1"
4686,"ENSG00000113761.10","ZNF346"
4356,"ENSG00000113763.9","UNC5A"
4700,"ENSG00000113790.9","EHHADH"
5109,"ENSG00000113805.8","CNTN3"
8457,"ENSG00000113810.14","SMC4"
2165,"ENSG00000113811.9","SELK"
4066,"ENSG00000113812.12","ACTR8"
3405,"ENSG00000113838.11","TBCCD1"
2730,"ENSG00000113845.8","TIMMDC1"
7163,"ENSG00000113851.12","CRBN"
3740,"ENSG00000113889.10","KNG1"
5061,"ENSG00000113905.4","HRG"
5938,"ENSG00000113916.16","BCL6"
2983,"ENSG00000113924.10","HGD"
3583,"ENSG00000113946.3","CLDN16"
2261,"ENSG00000113966.8","ARL6"
9701,"ENSG00000113971.17","NPHP3"
3433,"ENSG00000114013.14","CD86"
5984,"ENSG00000114019.13","AMOTL2"
9264,"ENSG00000114021.10","NIT2"
3793,"ENSG00000114023.14","FAM162A"
8733,"ENSG00000114026.20","OGG1"
8451,"ENSG00000114030.11","KPNA1"
7532,"ENSG00000114054.12","PCCB"
11766,"ENSG00000114062.16","UBE3A"
9848,"ENSG00000114098.16","ARMC8"
4420,"ENSG00000114107.7","CEP70"
845,"ENSG00000114113.5","RBP2"
3905,"ENSG00000114115.8","RBP1"
9229,"ENSG00000114120.10","SLC25A36"
3239,"ENSG00000114124.2","GRK7"
3147,"ENSG00000114125.12","RNF7"
11897,"ENSG00000114126.16","TFDP2"
11982,"ENSG00000114127.9","XRN1"
5634,"ENSG00000114166.7","KAT2B"
3082,"ENSG00000114200.8","BCHE"
2835,"ENSG00000114204.13","SERPINI2"
3275,"ENSG00000114209.13","PDCD10"
3113,"ENSG00000114248.8","LRRC31"
7531,"ENSG00000114251.12","WNT5A"
6107,"ENSG00000114268.10","PFKFB4"
11071,"ENSG00000114270.14","COL7A1"
7355,"ENSG00000114279.12","FGF12"
6644,"ENSG00000114302.14","PRKAR2A"
2062,"ENSG00000114315.3","HES1"
6659,"ENSG00000114316.11","USP4"
11118,"ENSG00000114331.11","ACAP2"
5499,"ENSG00000114346.12","ECT2"
2754,"ENSG00000114349.8","GNAT1"
7650,"ENSG00000114353.15","GNAI2"
4994,"ENSG00000114354.11","TFG"
11237,"ENSG00000114374.11","USP9Y"
3132,"ENSG00000114378.15","HYAL1"
2406,"ENSG00000114383.8","TUSC2"
3677,"ENSG00000114388.11","NPRL2"
2682,"ENSG00000114391.11","RPL24"
2086,"ENSG00000114395.9","CYB561D2"
4430,"ENSG00000114405.9","C3orf14"
12054,"ENSG00000114416.16","FXR1"
11840,"ENSG00000114423.17","CBLB"
11877,"ENSG00000114439.17","BBX"
3766,"ENSG00000114446.4","IFT57"
7035,"ENSG00000114450.8","GNB4"
3627,"ENSG00000114455.12","HHLA2"
